Date,Year,Month,Month_Number,MonthName,Quarter,FinancialYear,Gold_Price_USD_per_oz,Gold_Open_USD,Gold_High_USD,Gold_Low_USD,Gold_Daily_Change_Pct,USD_INR_Rate,Gold_Price_INR_per_oz,Gold_Price_INR_per_10g,Import_Duty_Rate_Pct,Import_Duty_Amount_INR_per_10g,GST_Rate_Pct,GST_Amount_INR_per_10g,Price_Plus_Duty_INR_per_10g,Estimated_Domestic_Gold_Price_INR_per_10g,Repo_Rate_Pct,Gold_Imports_Tonnes_Annual,Monthly_Gold_Price_Change_Pct,Monthly_USD_INR_Change_Pct,YoY_Growth_Pct,MA_3M,MA_6M,MA_12M,Rolling_Volatility_30D
2014-01-12,2014,1,1,January,Q1,FY13-14,1218.1,1159.4,1221,1141.7,3.62,61.45,74852.245,24065.55559,10,2406.555559,0,0,26472.11115,26472.11115,7.5,842,4.30142668,1.146640827,3.995405889,28770.5862,29515.9803,29105.87429,2.36984435
2014-01-13,2014,1,1,January,Q1,FY13-14,1251.1,1247.7,1255.3,1243,0.34,61.52,76967.672,24745.68116,10,2474.568116,0,0,27220.24928,27220.24928,7.5,842,4.30142668,1.146640827,-15.40368621,28760.66684,29519.23851,29098.39165,2.388388771
2014-01-14,2014,1,1,January,Q1,FY13-14,1245.4,1252.7,1254.9,1241.1,-0.46,61.51,76604.554,24628.93602,10,2462.893602,0,0,27091.82962,27091.82962,7.5,842,4.30142668,1.146640827,-15.80279461,28746.41384,29519.46046,29078.21385,2.327963975
2014-01-15,2014,1,1,January,Q1,FY13-14,1238.3,1244.3,1244.6,1233.5,-0.57,61.54,76204.982,24500.47064,10,2450.047064,0,0,26950.5177,26950.5177,7.5,842,4.30142668,1.146640827,-17.08491762,28720.19818,29517.90411,29056.17718,2.325590493
2014-01-16,2014,1,1,January,Q1,FY13-14,1240.2,1241.8,1244.9,1235.8,0.15,61.54,76321.908,24538.06322,10,2453.806322,0,0,26991.86954,26991.86954,7.5,842,4.30142668,1.146640827,-17.04475141,28696.56209,29498.01407,29034.16925,2.309877044
2014-01-17,2014,1,1,January,Q1,FY13-14,1251.9,1241.7,1254.6,1237.3,0.94,61.54,77041.926,24769.55438,10,2476.955438,0,0,27246.50982,27246.50982,7.5,842,4.30142668,1.146640827,-16.16307441,28673.90502,29480.4242,29013.32439,2.317208993
2014-01-20,2014,1,1,January,Q1,FY13-14,1241.8,1252.5,1262,1235.1,-0.81,61.54,76420.372,24569.72013,10,2456.972013,0,0,27026.69214,27026.69214,7.5,842,4.30142668,1.146640827,-16.13954891,28638.76303,29496.50192,28993.15188,2.238831918
2014-01-22,2014,1,1,January,Q1,FY13-14,1238.6,1240.5,1243.5,1235.5,-0.26,61.86,76619.796,24633.83643,10,2463.383643,0,0,27097.22008,27097.22008,7.5,842,4.30142668,1.146640827,-15.92070953,28595.91128,29506.50922,28972.79095,2.234357883
2014-01-23,2014,1,1,January,Q1,FY13-14,1262.3,1235.8,1267,1230.8,1.91,62.11,78401.453,25206.65246,10,2520.665246,0,0,27727.31771,27727.31771,7.5,842,4.30142668,1.146640827,-13.37652575,28569.43228,29492.38865,28955.8001,2.267910145
2014-01-24,2014,1,1,January,Q1,FY13-14,1264.3,1263.7,1273.2,1256.8,0.16,62.68,79246.324,25478.28479,10,2547.828479,0,0,28026.11327,28026.11327,7.5,842,4.30142668,1.146640827,-11.57866539,28560.80816,29480.84318,28941.23667,2.207578878
2014-01-27,2014,1,1,January,Q1,FY13-14,1263.4,1270.1,1279.8,1251.9,-0.07,63.09,79707.906,25626.68685,10,2562.668685,0,0,28189.35554,28189.35554,7.5,842,4.30142668,1.146640827,-10.64838591,28530.68315,29501.42463,28928.06705,2.266193133
2014-01-28,2014,1,1,January,Q1,FY13-14,1250.8,1255.6,1262.3,1248.2,-1,62.56,78250.048,25157.97462,10,2515.797462,0,0,27673.77208,27673.77208,8,842,4.30142668,1.146640827,-12.28262738,28506.84722,29438.53022,28912.68999,2.222871023
2014-01-29,2014,1,1,January,Q1,FY13-14,1262.2,1255.9,1270.6,1248.5,0.91,62.46,78837.012,25346.68793,10,2534.668793,0,0,27881.35672,27881.35672,8,842,4.30142668,1.146640827,-11.50391661,28491.35389,29374.46473,28898.30747,2.215362926
2014-01-30,2014,1,1,January,Q1,FY13-14,1242.5,1267.2,1267.8,1237.5,-1.56,62.56,77730.8,24991.03251,10,2499.103251,0,0,27490.13577,27490.13577,8,842,4.30142668,1.146640827,-13.12852813,28348.97392,29322.77157,28881.82147,2.251471271
2014-01-31,2014,1,1,January,Q1,FY13-14,1239.8,1244,1254.8,1238.2,-0.22,62.63,77648.674,24964.62839,10,2496.462839,0,0,27461.09123,27461.09123,8,842,4.30142668,1.146640827,-12.37805616,28210.18207,29271.60395,28866.42728,2.196247145
2014-02-01,2014,2,2,February,Q1,FY13-14,1225.2,1204.5,1230.8,1202.5,1.9,62.63,76734.276,24670.64261,10,2467.064261,0,0,27137.70687,27137.70687,8,842,5.15111694,-1.357177072,-14.52753929,28091.25454,29234.86712,28848.1236,2.162460819
2014-02-04,2014,2,2,February,Q1,FY13-14,1290.8,1279.6,1294.9,1278.9,0.84,62.27,80378.116,25842.16437,10,2584.216437,0,0,28426.38081,28426.38081,8,842,5.15111694,-1.357177072,-4.198762264,27958.81677,29257.48211,28843.17968,2.064473972
2014-02-05,2014,2,2,February,Q1,FY13-14,1302.9,1284.7,1304.9,1272,1.52,62.57,81522.453,26210.07726,10,2621.007726,0,0,28831.08499,28831.08499,8,842,5.15111694,-1.357177072,4.827593629,27968.34754,29254.07093,28848.44853,2.023634036
2014-02-06,2014,2,2,February,Q1,FY13-14,1244,1250.5,1251,1241.1,-0.16,62.14,77302.16,24853.22155,10,2485.322155,0,0,27338.54371,27338.54371,8,842,5.15111694,-1.357177072,-0.599170941,27958.18941,29246.64636,28842.48052,2.111907051
2014-02-07,2014,2,2,February,Q1,FY13-14,1330.9,1327.1,1333.2,1322.1,0.32,62.09,82635.581,26567.95622,10,2656.795622,0,0,29224.75185,29224.75185,8,842,5.15111694,-1.357177072,24.87668222,27943.50322,29261.14017,28865.49184,2.561527739
2014-02-10,2014,2,2,February,Q1,FY13-14,1215.1,1213.4,1224,1209.1,-0.03,62.44,75870.844,24393.04277,10,2439.304277,0,0,26832.34705,26832.34705,8,842,5.15111694,-1.357177072,7.218080563,27911.0533,29249.51974,28897.15999,3.109492449
2014-02-12,2014,2,2,February,Q1,FY13-14,1199.4,1212.6,1212.6,1191.4,-1.54,61.84,74170.896,23846.4968,10,2384.64968,0,0,26231.14648,26231.14648,8,842,5.15111694,-1.357177072,12.93261695,27860.91937,29217.2635,28909.12768,3.138644982
2014-02-13,2014,2,2,February,Q1,FY13-14,1300.1,1290.8,1303,1286.2,0.39,62.23,80905.223,26011.63321,10,2601.163321,0,0,28612.79653,28612.79653,8,842,5.15111694,-1.357177072,-8.571264646,27859.94618,29212.38877,28898.44086,3.673742741
2014-02-14,2014,2,2,February,Q1,FY13-14,1318.6,1302.2,1321.5,1299.9,1.42,61.87,81581.782,26229.15198,10,2622.915198,0,0,28852.06717,28852.06717,8,842,5.15111694,-1.357177072,-7.523433479,27876.48153,29209.5062,28889.08922,3.676527608
2014-02-17,2014,2,2,February,Q1,FY13-14,1324.4,1318.6,1332.4,1312.3,0.44,61.87,81940.628,26344.52365,10,2634.452365,0,0,28978.97601,28978.97601,8,842,5.15111694,-1.357177072,-5.897548596,27891.49152,29170.1431,28881.44819,3.774551371
2014-02-19,2014,2,2,February,Q1,FY13-14,1320.4,1322,1323,1308.9,-0.3,62.32,82287.328,26455.99028,10,2645.599028,0,0,29101.58931,29101.58931,8,842,5.15111694,-1.357177072,-5.499390555,27918.6689,29135.47556,28874.701,3.767623073
2014-02-20,2014,2,2,February,Q1,FY13-14,1316.9,1311,1325.3,1307.1,-0.27,62.21,81924.349,26339.28982,10,2633.928982,0,0,28973.21881,28973.21881,8,842,5.15111694,-1.357177072,-4.177609864,27942.4152,29134.1564,28869.66849,3.67006475
2014-02-21,2014,2,2,February,Q1,FY13-14,1323.6,1323,1328.8,1315.9,0.51,62.13,82235.268,26439.2526,10,2643.92526,0,0,29083.17787,29083.17787,8,842,5.15111694,-1.357177072,-4.362406765,27961.75016,29133.74528,28864.38324,3.667299863
2014-02-24,2014,2,2,February,Q1,FY13-14,1338,1325.5,1339.2,1318.7,1.09,62.07,83049.66,26701.08571,10,2670.108571,0,0,29371.19428,29371.19428,8,842,5.15111694,-1.357177072,-2.994028846,28005.34823,29036.9185,28861.11166,3.753771167
2014-02-25,2014,2,2,February,Q1,FY13-14,1342.7,1336.4,1343.8,1331.2,0.35,61.96,83193.692,26747.39308,10,2674.739308,0,0,29422.13238,29422.13238,8,842,5.15111694,-1.357177072,-2.825792588,28041.09258,29005.51017,28857.70295,3.65365389
2014-02-26,2014,2,2,February,Q1,FY13-14,1328,1341.3,1345.6,1322.3,-1.09,62.11,82482.08,26518.60451,10,2651.860451,0,0,29170.46496,29170.46496,8,842,5.15111694,-1.357177072,-5.695071423,28067.73641,28978.67954,28850.68461,3.667222914
2014-02-27,2014,2,2,February,Q1,FY13-14,1331.8,1329.5,1336.4,1324,0.29,62.11,82718.098,26594.48605,10,2659.448605,0,0,29253.93466,29253.93466,8,842,5.15111694,-1.357177072,-3.503115759,28087.84146,28980.91738,28846.45353,3.654287608
2014-02-28,2014,2,2,February,Q1,FY13-14,1321.6,1331.3,1333.6,1319.3,-0.77,61.78,81648.448,26250.58559,10,2625.058559,0,0,28875.64415,28875.64415,8,842,5.15111694,-1.357177072,-4.840077184,28100.97151,28902.89849,28840.60218,3.660630923
2014-03-01,2014,3,3,March,Q1,FY13-14,1238.6,1222.3,1239.6,1221.3,1.09,61.78,76520.708,24601.9789,10,2460.19789,0,0,27062.17679,27062.17679,8,842,-5.65895386,-2.881191324,-16.76700001,28083.94208,28888.05396,28818.88273,3.928759878
2014-03-02,2014,3,3,March,Q1,FY13-14,1259.9,1242,1266.1,1240.4,1.62,61.78,77836.622,25025.05508,10,2502.505508,0,0,27527.56058,27527.56058,8,842,-5.65895386,-2.881191324,-15.33565583,27939.38598,28877.17002,28813.75843,3.945463856
2014-03-03,2014,3,3,March,Q1,FY13-14,1350.3,1332.4,1355,1330.7,2.17,62.17,83948.151,26989.95728,10,2698.995728,0,0,29688.953,29688.953,8,842,-5.65895386,-2.881191324,-1.605834018,27850.43749,28813.54638,28817.2177,4.228932863
2014-03-04,2014,3,3,March,Q1,FY13-14,1284.6,1290.4,1294.2,1281.9,-0.48,61.91,79529.586,25569.35564,10,2556.935564,0,0,28126.29121,28126.29121,8,842,-5.65895386,-2.881191324,-6.784757113,27772.70763,28764.28123,28809.12601,4.289257439
2014-03-06,2014,3,3,March,Q1,FY13-14,1244.5,1244.1,1247.9,1240.2,0.04,60.89,75777.605,24363.06574,10,2436.306574,0,0,26799.37231,26799.37231,8,842,-5.65895386,-2.881191324,-2.11442622,27716.27911,28748.74162,28808.40022,4.188793376
2014-03-07,2014,3,3,March,Q1,FY13-14,1320.6,1328.4,1329,1309.4,-0.77,61.24,80873.544,26001.44817,10,2600.144817,0,0,28601.59299,28601.59299,8,842,-5.65895386,-2.881191324,18.64213448,27730.1389,28735.38391,28826.23412,4.399390105
2014-03-09,2014,3,3,March,Q1,FY13-14,1270.3,1266.7,1272.4,1261.9,0.42,61.24,77793.172,25011.08558,10,2501.108558,0,0,27512.19414,27512.19414,8,842,-5.65895386,-2.881191324,8.692138292,27690.34689,28692.99666,28821.04028,4.182857813
2014-03-10,2014,3,3,March,Q1,FY13-14,1192.9,1213.9,1215.7,1190.3,-1.83,60.84,72576.036,23333.7374,10,2333.37374,0,0,25667.11114,25667.11114,8,842,-5.65895386,-2.881191324,1.402788173,27657.17909,28668.78958,28822.44374,4.278263372
2014-03-11,2014,3,3,March,Q1,FY13-14,1169.8,1171.1,1173.4,1161,-0.15,61.01,71369.498,22945.82643,10,2294.582643,0,0,25240.40907,25240.40907,8,842,-5.65895386,-2.881191324,-0.282979251,27618.58537,28649.25784,28808.34124,4.187448008
2014-03-12,2014,3,3,March,Q1,FY13-14,1208.7,1197.6,1215,1193.5,0.78,61.01,73742.787,23708.85656,10,2370.885656,0,0,26079.74222,26079.74222,8,842,-5.65895386,-2.881191324,11.46945441,27606.88984,28623.31316,28818.90592,3.836293936
2014-03-13,2014,3,3,March,Q1,FY13-14,1372.4,1367.8,1375.7,1364.9,0.14,61.2,83990.88,27003.69497,10,2700.369497,0,0,29704.06447,29704.06447,8,842,-5.65895386,-2.881191324,-2.619405051,27648.91223,28631.89055,28815.76026,4.687180474
2014-03-14,2014,3,3,March,Q1,FY13-14,1379,1370.9,1388.4,1368.2,0.48,61.19,84381.01,27129.12468,10,2712.912468,0,0,29842.03714,29842.03714,8,842,-5.65895386,-2.881191324,-2.164397232,27684.28521,28641.41927,28813.16109,4.668633877
2014-03-17,2014,3,3,March,Q1,FY13-14,1372.9,1383.1,1392.6,1361.9,-0.44,61.08,83856.732,26960.56539,10,2696.056539,0,0,29656.62192,29656.62192,8,842,-5.65895386,-2.881191324,-3.400722,27737.70571,28633.51281,28810.04329,4.456700711
2014-03-18,2014,3,3,March,Q1,FY13-14,1359,1367.1,1367.9,1351.1,-1.01,61.1,83034.9,26696.34026,10,2669.634026,0,0,29365.97429,29365.97429,8,842,-5.65895386,-2.881191324,-4.347436425,27774.75749,28629.17535,28804.7886,4.362506177
2014-03-19,2014,3,3,March,Q1,FY13-14,1341.3,1356.1,1360.2,1327.8,-1.3,60.95,81752.235,26283.95389,10,2628.395389,0,0,28912.34928,28912.34928,8,842,-5.65895386,-2.881191324,-6.733790263,27818.71507,28625.71646,28796.57025,4.37361578
2014-03-20,2014,3,3,March,Q1,FY13-14,1330.5,1331.7,1335.3,1320.8,-0.81,61.33,81599.565,26234.86934,10,2623.486934,0,0,28858.35628,28858.35628,8,842,-5.65895386,-2.881191324,-6.550474465,27859.2654,28627.56281,28788.6062,4.281862764
2014-03-21,2014,3,3,March,Q1,FY13-14,1336,1329.3,1343,1328,0.41,60.9,81362.4,26158.61903,10,2615.861903,0,0,28774.48093,28774.48093,8,842,-5.65895386,-2.881191324,-7.100319994,27874.02694,28628.71965,28779.94781,4.281402962
2014-03-24,2014,3,3,March,Q1,FY13-14,1311.2,1335,1335.7,1308.5,-1.86,60.78,79694.736,25622.4526,10,2562.24526,0,0,28184.69786,28184.69786,8,842,-5.65895386,-2.881191324,-8.39263281,27933.14432,28608.61733,28769.48218,4.395723296
2014-03-25,2014,3,3,March,Q1,FY13-14,1311.4,1309.7,1318,1306,0.02,60.27,79038.078,25411.33215,10,2541.133215,0,0,27952.46537,27952.46537,8,842,-5.65895386,-2.881191324,-9.147446911,27933.45595,28601.16954,28758.40194,4.299107516
2014-03-26,2014,3,3,March,Q1,FY13-14,1303.4,1312.1,1317.1,1299.3,-0.61,60.13,78373.442,25197.64671,10,2519.764671,0,0,27717.41139,27717.41139,8,842,-5.65895386,-2.881191324,-9.747521344,27950.73384,28586.17507,28746.61627,4.295202212
2014-03-27,2014,3,3,March,Q1,FY13-14,1294.7,1305.5,1307.6,1289.6,-0.67,60.26,78018.622,25083.56944,10,2508.356944,0,0,27591.92638,27591.92638,8,842,-5.65895386,-2.881191324,-10.84812787,27966.97783,28578.28421,28733.39807,4.296368849
2014-03-28,2014,3,3,March,Q1,FY13-14,1294.3,1292.3,1299.4,1286.1,-0.03,59.89,77515.627,24921.85279,10,2492.185279,0,0,27414.03807,27414.03807,8,842,-5.65895386,-2.881191324,-10.76814885,27958.20101,28569.11692,28720.37358,4.290779189
2014-03-31,2014,3,3,March,Q1,FY13-14,1283.8,1295,1299.3,1282.7,-0.81,60,77028,24765.07707,10,2476.507707,0,0,27241.58477,27241.58477,8,842,-5.65895386,-2.881191324,-13.9373995,27999.7111,28484.79519,28714.57441,4.268768705
2014-04-02,2014,4,4,April,Q2,FY14-15,1251.2,1257.9,1260.7,1246.8,-0.69,59.9,74946.88,24095.98145,10,2409.598145,0,0,26505.57959,26505.57959,8,842,1.295813211,0.35,-17.86323922,27975.99472,28426.42863,28680.31015,4.088369396
2014-04-03,2014,4,4,April,Q2,FY14-15,1337.9,1350,1352.9,1331.2,-0.92,60.35,80742.265,25959.24099,10,2595.924099,0,0,28555.16509,28555.16509,8,842,1.295813211,0.35,-5.711167987,27985.04426,28405.39521,28673.50064,4.235349045
2014-04-04,2014,4,4,April,Q2,FY14-15,1303.5,1286.6,1307.5,1284.4,1.47,60.08,78314.28,25178.62569,10,2517.862569,0,0,27696.48826,27696.48826,8,842,1.295813211,0.35,-8.127426525,27978.06327,28386.27004,28663.8544,4.177597863
2014-04-06,2014,4,4,April,Q2,FY14-15,1244.3,1244.9,1249.5,1242.8,-0.02,60.08,74757.544,24035.10851,10,2403.510851,0,0,26438.61936,26438.61936,8,842,1.295813211,0.35,-2.273504609,27950.26002,28379.7602,28661.43287,4.120491297
2014-04-07,2014,4,4,April,Q2,FY14-15,1317,1321.4,1321.7,1312.1,-0.27,60.11,79164.87,25452.09673,10,2545.209673,0,0,27997.3064,27997.3064,8,842,1.295813211,0.35,19.23259657,27931.01709,28364.90091,28679.21262,4.222893357
2014-04-08,2014,4,4,April,Q2,FY14-15,1288.9,1295.4,1296.4,1287,-0.46,60.08,77437.112,24896.60963,10,2489.660963,0,0,27386.27059,27386.27059,8,842,1.295813211,0.35,16.63036818,27914.81996,28359.11086,28674.14226,4.164332683
2014-04-09,2014,4,4,April,Q2,FY14-15,1266.5,1269.8,1279.2,1261.3,-0.3,60.09,76103.985,24467.99935,10,2446.799935,0,0,26914.79928,26914.79928,8,842,1.295813211,0.35,0.516005774,27901.4773,28347.73833,28674.68409,3.951746592
2014-04-11,2014,4,4,April,Q2,FY14-15,1167.7,1164.6,1175,1163.4,-0.18,60.18,70272.186,22593.03243,10,2259.303243,0,0,24852.33567,24852.33567,8,842,1.295813211,0.35,-1.671966728,27877.05118,28328.96049,28686.67736,4.338519249
2014-04-12,2014,4,4,April,Q2,FY14-15,1207.7,1209.3,1213.5,1201.1,-0.08,60.18,72679.386,23366.9652,10,2336.69652,0,0,25703.66172,25703.66172,8,842,1.295813211,0.35,6.68993529,27865.04416,28314.25005,28693.02277,3.148889941
2014-04-14,2014,4,4,April,Q2,FY14-15,1327.5,1321,1331.4,1318.7,0.64,60.32,80074.8,25744.64601,10,2574.464601,0,0,28319.11061,28319.11061,8,842,1.295813211,0.35,7.986317105,27894.75965,28320.58674,28691.55644,3.891043779
2014-04-15,2014,4,4,April,Q2,FY14-15,1300.3,1326.5,1328.4,1284.4,-2.05,60.34,78460.102,25225.50855,10,2522.550855,0,0,27748.05941,27748.05941,8,842,1.295813211,0.35,5.808786967,27907.41904,28313.80861,28697.53032,3.819697359
2014-04-16,2014,4,4,April,Q2,FY14-15,1303.5,1303.2,1307.1,1293.5,0.25,60.22,78496.77,25237.29759,10,2523.729759,0,0,27761.02735,27761.02735,8,842,1.295813211,0.35,4.619686327,27919.62789,28308.09499,28702.33754,3.820424173
2014-04-17,2014,4,4,April,Q2,FY14-15,1293.9,1302.1,1304.4,1292.8,-0.74,60.29,78009.231,25080.55016,10,2508.055016,0,0,27588.60517,27588.60517,8,842,1.295813211,0.35,4.169211834,27925.05798,28302.42972,28706.66771,3.817968808
2014-04-21,2014,4,4,April,Q2,FY14-15,1288.5,1294.9,1302.5,1281.8,-0.42,60.59,78070.215,25100.15697,10,2510.015697,0,0,27610.17267,27610.17267,8,842,1.295813211,0.35,1.370368574,27934.31957,28280.56687,28718.89398,4.000483505
2014-04-22,2014,4,4,April,Q2,FY14-15,1281.1,1290.3,1293.1,1275.8,-0.57,60.8,77890.88,25042.49943,10,2504.249943,0,0,27546.74937,27546.74937,8,842,1.295813211,0.35,1.137510818,27941.45496,28266.06529,28720.11376,3.900526569
2014-04-23,2014,4,4,April,Q2,FY14-15,1284.6,1284,1289.1,1280.8,0.27,61.17,78578.982,25263.72936,10,2526.372936,0,0,27790.10229,27790.10229,8,842,1.295813211,0.35,2.550550585,27942.45154,28253.43398,28722.83491,3.880995182
2014-04-24,2014,4,4,April,Q2,FY14-15,1290.6,1283.9,1299,1268.4,0.47,61.11,78868.566,25356.83278,10,2535.683278,0,0,27892.51605,27892.51605,8,842,1.295813211,0.35,2.170600568,27940.33095,28250.56956,28725.16787,3.882493977
2014-04-25,2014,4,4,April,Q2,FY14-15,1300.8,1293.8,1305.2,1290.4,0.79,60.64,78880.512,25360.67351,10,2536.067351,0,0,27896.74086,27896.74086,8,842,1.295813211,0.35,-0.288599931,27939.64985,28247.7835,28724.84998,3.883619522
2014-04-28,2014,4,4,April,Q2,FY14-15,1299,1303.2,1306.6,1292.1,-0.14,60.69,78836.31,25346.46223,10,2534.646223,0,0,27881.10846,27881.10846,8,842,1.295813211,0.35,-0.876075716,27938.97732,28220.64079,28724.49623,3.98108194
2014-04-29,2014,4,4,April,Q2,FY14-15,1296.3,1296,1302,1286.1,-0.21,60.23,78076.149,25102.0648,10,2510.20648,0,0,27612.27128,27612.27128,8,842,1.295813211,0.35,-1.831855374,27934.70613,28210.80342,28722.46767,3.880830806
2014-04-30,2014,4,4,April,Q2,FY14-15,1295.9,1295.6,1298.4,1284.9,-0.03,60.21,78026.139,25085.98621,10,2508.598621,0,0,27594.58483,27594.58483,8,842,1.295813211,0.35,-1.260642435,27936.36405,28141.01854,28721.08062,3.875624414
2014-05-02,2014,5,5,May,Q2,FY14-15,1256.9,1254.2,1274.5,1251.8,0.46,60.02,75439.138,24254.24607,10,2425.424607,0,0,26679.67068,26679.67068,8,842,-5.527351546,-1.743896363,-16.19509148,27936.64206,28013.9483,28700.78227,3.893043228
2014-05-03,2014,5,5,May,Q2,FY14-15,1340.3,1334.8,1342,1332.7,0.18,60.02,80444.806,25863.6057,10,2586.36057,0,0,28449.96628,28449.96628,8,842,-5.527351546,-1.743896363,-5.057043806,27944.79006,27967.82408,28694.81629,3.86767603
2014-05-05,2014,5,5,May,Q2,FY14-15,1309.3,1300.9,1315.8,1299.7,0.49,60.21,78832.953,25345.38293,10,2534.538293,0,0,27879.92122,27879.92122,8,842,-5.527351546,-1.743896363,-7.018432377,27936.1161,27947.28337,28686.53113,3.859229922
2014-05-06,2014,5,5,May,Q2,FY14-15,1253.3,1244.3,1257.9,1241.2,0.72,59.97,75160.401,24164.63005,10,2416.463005,0,0,26581.09305,26581.09305,8,842,-5.527351546,-1.743896363,-0.713868234,27900.40194,27933.82679,28685.77869,3.843754161
2014-05-08,2014,5,5,May,Q2,FY14-15,1285.3,1289.2,1295,1283.3,-0.28,60.06,77195.118,24818.80675,10,2481.880675,0,0,27300.68743,27300.68743,8,842,-5.527351546,-1.743896363,9.599548467,27878.43087,27910.96705,28695.19286,3.72397892
2014-05-09,2014,5,5,May,Q2,FY14-15,1267.3,1261.7,1274.8,1258,0.06,60,76038,24446.78468,10,2444.678468,0,0,26891.46314,26891.46314,8,842,-5.527351546,-1.743896363,1.915564406,27862.76472,27901.84285,28697.18278,3.716203686
2014-05-11,2014,5,5,May,Q2,FY14-15,1145.7,1168.4,1169.3,1137.1,-1.88,60,68742,22101.06621,10,2210.106621,0,0,24311.17283,24311.17283,8,842,-5.527351546,-1.743896363,-4.348328706,27822.74608,27865.82277,28692.83166,3.931568255
2014-05-12,2014,5,5,May,Q2,FY14-15,1190.4,1205.9,1208.5,1186.4,-1.43,59.48,70804.992,22764.33354,10,2276.433354,0,0,25040.76689,25040.76689,8,842,-5.527351546,-1.743896363,4.616399155,27779.27766,27838.62456,28697.18194,3.954908034
2014-05-13,2014,5,5,May,Q2,FY14-15,1294.8,1296,1299,1289.1,-0.08,59.44,76962.912,24744.15079,10,2474.415079,0,0,27218.56587,27218.56587,8,842,-5.527351546,-1.743896363,-2.171620153,27794.70608,27826.46693,28694.80318,4.303525541
2014-05-14,2014,5,5,May,Q2,FY14-15,1305.9,1293.9,1309.2,1291.6,0.86,59.49,77687.991,24977.2691,10,2497.72691,0,0,27474.99601,27474.99601,8,842,-5.527351546,-1.743896363,0.067934347,27776.92795,27816.7497,28694.87661,3.717742487
2014-05-15,2014,5,5,May,Q2,FY14-15,1293.6,1305.5,1307.3,1290.9,-0.94,59.38,76813.968,24696.26418,10,2469.626418,0,0,27165.8906,27165.8906,8,842,-5.527351546,-1.743896363,0.4316363,27750.58144,27811.50084,28695.33627,3.695196822
2014-05-16,2014,5,5,May,Q2,FY14-15,1293.4,1296.4,1298.3,1287.7,-0.02,58.62,75819.108,24376.40926,10,2437.640926,0,0,26814.05019,26814.05019,8,842,-5.527351546,-1.743896363,-0.021868331,27736.17327,27803.52123,28695.31318,3.69491024
2014-05-19,2014,5,5,May,Q2,FY14-15,1293.8,1293,1305.7,1289.5,0.03,58.38,75532.044,24284.11604,10,2428.411604,0,0,26712.52765,26712.52765,8,842,-5.527351546,-1.743896363,-0.815642871,27701.30483,27792.25709,28695.6495,3.690762713
2014-05-20,2014,5,5,May,Q2,FY14-15,1294.6,1293,1297.2,1286,0.06,58.58,75837.668,24382.37644,10,2438.237644,0,0,26820.61409,26820.61409,8,842,-5.527351546,-1.743896363,-0.414314926,27666.21291,27785.25719,28695.21019,3.601815652
2014-05-21,2014,5,5,May,Q2,FY14-15,1288.1,1294.2,1296.3,1282.9,-0.5,58.66,75559.946,24293.08675,10,2429.308675,0,0,26722.39542,26722.39542,8,842,-5.527351546,-1.743896363,-1.030361643,27631.58485,27778.15526,28694.1149,3.602400798
2014-05-22,2014,5,5,May,Q2,FY14-15,1295,1292,1304.1,1290.1,0.54,58.3,75498.5,24273.3314,10,2427.33314,0,0,26700.66454,26700.66454,8,842,-5.527351546,-1.743896363,-0.73143061,27594.9308,27769.46582,28693.34035,3.600856505
2014-05-23,2014,5,5,May,Q2,FY14-15,1291.7,1294.3,1295.7,1286.6,-0.25,58.36,75383.612,24236.39405,10,2423.639405,0,0,26660.03345,26660.03345,8,842,-5.527351546,-1.743896363,-2.760007771,27580.76569,27760.59036,28690.3612,3.601484535
2014-05-26,2014,5,5,May,Q2,FY14-15,1265.5,1293.6,1294.8,1263.2,-2.03,58.36,73854.58,23744.79885,10,2374.479885,0,0,26119.27873,26119.27873,8,842,-5.527351546,-1.743896363,-3.979016224,27502.4075,27756.4216,28685.50193,3.713042471
2014-05-28,2014,5,5,May,Q2,FY14-15,1259.3,1264,1267.3,1255.8,-0.49,58.94,74223.142,23863.29428,10,2386.329428,0,0,26249.62371,26249.62371,8,842,-5.527351546,-1.743896363,-3.499835572,27429.40175,27745.23868,28681.75385,3.714181291
2014-05-29,2014,5,5,May,Q2,FY14-15,1257.1,1258.9,1261.5,1251.4,-0.17,58.9,74043.19,23805.43837,10,2380.543837,0,0,26185.98221,26185.98221,8,842,-5.527351546,-1.743896363,-5.439393886,27387.37578,27732.66403,28675.82356,3.714132134
2014-05-30,2014,5,5,May,Q2,FY14-15,1246,1255.9,1260.6,1242.2,-0.88,59.16,73713.36,23699.39556,10,2369.939556,0,0,26069.33512,26069.33512,8,842,-5.527351546,-1.743896363,-7.601895259,27371.86263,27719.3574,28667.37943,3.718217044
2014-06-01,2014,6,6,June,Q2,FY14-15,1238,1237,1247.7,1212.6,-0.05,59.16,73240.08,23547.23251,10,2354.723251,0,0,25901.95576,25901.95576,8,842,7.713608496,1.521298174,-6.942957518,27309.28016,27575.49466,28659.77102,3.661718171
2014-06-02,2014,6,6,June,Q2,FY14-15,1257.2,1257.7,1267.5,1252.5,0.02,59.15,74363.38,23908.38184,10,2390.838184,0,0,26299.22003,26299.22003,8,842,7.713608496,1.521298174,-21.60078522,27280.27904,27522.52213,28631.2433,3.355789114
